week,GPRC_BEL,GPRC_CAN,GPRC_CHN,GPRC_DEU,GPRC_FRA,GPRC_GBR,GPRC_JPN,GPRC_KOR,GPRC_POL,GPRC_SAU,GPRC_TUR,GPRC_USA,conflict_count,OPEP_involved,OPEP_conflict_count,USA_involved,Iran_involved,Iran_conflict_count,shock_event,num_elections,elections_next_6_weeks,num_compulsory_voting,avg_voter_turnout,GEPU_current,GEPU_Australia,GEPU_Brazil,GEPU_Canada,GEPU_Chile,GEPU_France,GEPU_Germany,GEPU_Greece,GEPU_India,GEPU_Ireland,GEPU_Italy,GEPU_Japan,GEPU_Korea,GEPU_Pakistan,GEPU_Russia,GEPU_Spain,GEPU_UK,GEPU_US,GEPU_Sweden,GEPU_Mexico,OPEP_sanction_active,num_sanctions,zew_weekly,close_gold_norm,Volume_gold,kurtosis_gold,close_oil_norm,Volume_oil,kurtosis_oil,close_gas_norm,Volume_gas,kurtosis_gas
2010-01-04,0.0184849724173545,0.1885467171669006,0.3660024404525757,0.1959407031536102,0.3179415166378021,1.1349772214889526,0.1663647443056106,0.1626677513122558,0.0147879775613546,0.2144256681203842,0.1072128340601921,2.0555288791656494,9.0,1.0,1.0,0.0,1.0,1.0,0.0,1,3,0,0.5013000000000001,112.99382029930008,86.40165498665303,165.1578232450548,118.83468512205168,82.81594848632812,147.0803791304256,105.57108427115573,129.49113430220325,,,104.52817810625834,110.01226336882613,170.97885131835938,,,111.14257049560548,209.14732626177343,136.8638567524851,,102.5767700103908,1,181,47.2,0.9938132443207864,1770,0.7815101851793642,1.012504817405442,677079,3.473617061526312,0.9590568017360376,249225,3.715308981983753
2010-01-11,0.0184849724173545,0.1885467171669006,0.3660024404525757,0.1959407031536102,0.3179415166378021,1.1349772214889526,0.1663647443056106,0.1626677513122558,0.0147879775613546,0.2144256681203842,0.1072128340601921,2.0555288791656494,11.0,1.0,1.0,0.0,1.0,1.0,0.0,1,3,0,,112.99382029930008,86.40165498665303,165.1578232450548,118.83468512205168,82.81594848632812,147.0803791304256,105.57108427115573,129.49113430220325,,,104.52817810625834,110.01226336882613,170.97885131835938,,,111.14257049560548,209.14732626177343,136.8638567524851,,102.5767700103908,1,181,47.2,1.025289040506574,703,-1.6507146589321886,1.0483179252230197,1482259,2.218607280486669,0.9567613123450676,597160,2.7402668923138425
2010-01-18,0.0184849724173545,0.1885467171669006,0.3660024404525757,0.1959407031536102,0.3179415166378021,1.1349772214889526,0.1663647443056106,0.1626677513122558,0.0147879775613546,0.2144256681203842,0.1072128340601921,2.0555288791656494,10.0,1.0,2.0,0.0,1.0,2.0,0.0,0,2,0,,112.99382029930008,86.40165498665303,165.1578232450548,118.83468512205168,82.81594848632812,147.0803791304256,105.57108427115573,129.49113430220325,,,104.52817810625834,110.01226336882613,170.97885131835938,,,111.14257049560548,209.14732626177343,136.8638567524851,,102.5767700103908,1,181,47.2,1.0246568370954408,240,-4.001649885175457,1.0087279909102012,1211452,1.6302597853844656,0.9433639628910822,534517,3.6404440503644935
2010-01-25,0.0184849724173545,0.1885467171669006,0.3660024404525757,0.1959407031536102,0.3179415166378021,1.1349772214889526,0.1663647443056106,0.1626677513122558,0.0147879775613546,0.2144256681203842,0.1072128340601921,2.0555288791656494,8.0,1.0,2.0,0.0,1.0,2.0,0.0,0,2,0,,112.99382029930008,86.40165498665303,165.1578232450548,118.83468512205168,82.81594848632812,147.0803791304256,105.57108427115573,129.49113430220325,,,104.52817810625834,110.01226336882613,170.97885131835938,,,111.14257049560548,209.14732626177343,136.8638567524851,,102.5767700103908,1,181,47.2,1.0005599887631802,215,-1.3585165469652305,0.97123275504451,1447435,-3.1813838727928845,0.9418698067336732,527501,-2.1953914533835253
2010-02-01,0.0473329685628414,0.1383579075336456,0.5097396969795227,0.2657928168773651,0.3094848096370697,0.9466593861579896,0.0837429463863372,0.1747678816318512,0.0182049889117479,0.1274349242448806,0.1602038890123367,1.8095757961273196,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2,0,0.6970000000000001,111.2881961607424,104.77987372228606,196.01148253259248,97.12269747360948,42.11356735229492,171.11748379552878,121.43700721669111,138.16717378362048,129.56899496548402,,106.47966280686909,103.98117599535496,142.29261779785156,,146.21153406971666,136.99745178222656,163.18252310825903,116.72155709274664,,42.24798455550243,1,181,45.1,0.9850434092722726,321774,2.108968900478424,0.937768216524105,1517978,2.524536742221525,0.8835392781688179,467937,1.955600566326924
2010-02-08,0.0473329685628414,0.1383579075336456,0.5097396969795227,0.2657928168773651,0.3094848096370697,0.9466593861579896,0.0837429463863372,0.1747678816318512,0.0182049889117479,0.1274349242448806,0.1602038890123367,1.8095757961273196,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0,1,0,,111.2881961607424,104.77987372228606,196.01148253259248,97.12269747360948,42.11356735229492,171.11748379552878,121.43700721669111,138.16717378362048,129.56899496548402,,106.47966280686909,103.98117599535496,142.29261779785156,,146.21153406971666,136.99745178222656,163.18252310825903,116.72155709274664,,42.24798455550243,1,181,45.1,0.9770773508183188,8110,1.7329045197673807,0.9405357971845916,2223235,-0.5819025615384019,0.9083472775701842,624377,0.8118514115483908
2010-02-15,0.0473329685628414,0.1383579075336456,0.5097396969795227,0.2657928168773651,0.3094848096370697,0.9466593861579896,0.0837429463863372,0.1747678816318512,0.0182049889117479,0.1274349242448806,0.1602038890123367,1.8095757961273196,18.0,1.0,4.0,1.0,0.0,0.0,0.0,1,1,0,,111.2881961607424,104.77987372228606,196.01148253259248,97.12269747360948,42.11356735229492,171.11748379552878,121.43700721669111,138.16717378362048,129.56899496548402,,106.47966280686909,103.98117599535496,142.29261779785156,,146.21153406971666,136.99745178222656,163.18252310825903,116.72155709274664,,42.24798455550243,1,181,45.1,0.9790914338874348,2715,-3.329221307055903,0.9447759469404016,1652148,1.944659169037396,0.8950751436481945,571628,0.0646153380693093
2010-02-22,0.0473329685628414,0.1383579075336456,0.5097396969795227,0.2657928168773651,0.3094848096370697,0.9466593861579896,0.0837429463863372,0.1747678816318512,0.0182049889117479,0.1274349242448806,0.1602038890123367,1.8095757961273196,13.0,1.0,5.0,0.0,0.0,0.0,0.0,0,0,0,,111.2881961607424,104.77987372228606,196.01148253259248,97.12269747360948,42.11356735229492,171.11748379552878,121.43700721669111,138.16717378362048,129.56899496548402,,106.47966280686909,103.98117599535496,142.29261779785156,,146.21153406971666,136.99745178222656,163.18252310825903,116.72155709274664,,42.24798455550243,1,181,45.1,1.0098808381132816,3261,3.523298432355885,0.9987813114403826,1345207,0.1848326895955772,0.8616694873562524,525439,3.7640475755538017
2010-03-01,0.0305457506328821,0.1153950616717338,0.3767309188842773,0.1968503892421722,0.2341840863227844,0.7432799339294434,0.1221830025315284,0.1934564262628555,0.0305457506328821,0.1120010837912559,0.1357588917016983,1.6630464792251587,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,,107.51686756846392,113.42232993005614,105.3700668151342,141.96584007342454,62.82676315307617,169.56921673538247,116.47019690925322,111.75493983718891,96.48685457904364,,98.56237044494462,85.82671784838813,114.65792083740234,,67.20615633794868,,208.9407233474085,124.68750888053152,,41.271404346439496,1,181,44.5,1.0012825762481945,1855,-2.696379369517521,1.003910159299091,1569980,-2.8353424790286104,0.7964274148738173,399914,-2.857331619009796
2010-03-08,0.0305457506328821,0.1153950616717338,0.3767309188842773,0.1968503892421722,0.2341840863227844,0.7432799339294434,0.1221830025315284,0.1934564262628555,0.0305457506328821,0.1120010837912559,0.1357588917016983,1.6630464792251587,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,,107.51686756846392,113.42232993005614,105.3700668151342,141.96584007342454,62.82676315307617,169.56921673538247,116.47019690925322,111.75493983718891,96.48685457904364,,98.56237044494462,85.82671784838813,114.65792083740234,,67.20615633794868,,208.9407233474085,124.68750888053152,,41.271404346439496,1,181,44.5,1.0243136245777649,589,-0.5962020765850298,1.0261013637313272,1482482,1.1151449695842717,0.7732888391442723,387140,0.7666540956332017
